TotalComp,Log10 TotalComp,Name,Company,Industry,Net Sales,Net income ($ Million),Percent stock owned,Full Title,Sex,Age,SP Industry Code,SP Code,SIC,SIC Desc
7449954.0,6.872153591190193,Thomas Falk,KIMBERLY-CLARK CORP,Staples,14348000000.0,1694.2,,chairman & CEO,MALE,45.0,3030.0,30.0,2621.0,PAPER MILLS
1847218.0,6.266518151861581,Joseph Pyne,KIRBY CORP,Industrial,613474000.0,40.918,0.47,president & CEO,MALE,56.0,2030.0,20.0,4400.0,WATER TRANSPORTATION
7096215.0,6.851026765208547,P. Ridder,KNIGHT-RIDDER INC,Discretionary,2945991000.0,296.071,,chairman & CEO,MALE,63.0,2540.0,25.0,2711.0,"NEWSPAPER:PUBG, PUBG & PRINT"
3661841.0,6.563699482969018,David Dillon,KROGER CO,Staples,53791000000.0,315.0,,CEO,MALE,53.0,3010.0,30.0,5411.0,GROCERY STORES
621741.0,5.793609507365975,C. Kulicke,KULICKE & SOFFA INDUSTRIES,IT,494321000.0,-76.689,1.61,chairman & CEO,MALE,54.0,4530.0,45.0,3559.0,"SPECIAL INDUSTRY MACHY, NEC"
5180892.0,6.714404539152028,Wilfred Corrigan,LSI LOGIC CORP,IT,1693070000.0,-308.547,2.46,chairman & CEO,MALE,65.0,4530.0,45.0,3674.0,"SEMICONDUCTOR,RELATED DEVICE"
1622138.0,6.210087798142157,Roger Blethen,LTX CORP,IT,119449000.0,-145.068,0.12,chairman & CEO,MALE,52.0,4530.0,45.0,3825.0,ELEC MEAS & TEST INSTRUMENTS
836241.0,5.922331456729397,Douglas Yaeger,LACLEDE GROUP INC,Utility,1050329999.9999999,34.647,,"chairman, president & CEO",MALE,54.0,5510.0,55.0,4924.0,NATURAL GAS DISTRIBUTION
3535201.0,6.54841411140285,James Bagley,LAM RESEARCH CORP,IT,755234000.0,-7.739,0.23,chairman & CEO,MALE,64.0,4530.0,45.0,3559.0,"SPECIAL INDUSTRY MACHY, NEC"
712840.0,5.8529920615280755,"John Gerlach, Jr.",LANCASTER COLONY CORP,Staples,1106800000.0,112.546,22.52,"chairman, president & CEO",MALE,49.0,3020.0,30.0,2030.0,"CAN,FROZN,PRESRV FRUIT & VEG"
797410.0,5.901681677673989,Paul Stroup III,LANCE INC,Staples,562529000.0,18.278,4.32,"chairman, president & CEO",MALE,52.0,3020.0,30.0,2052.0,COOKIES AND CRACKERS
943625.0,5.97479943837954,Robert Washlow,LAWSON PRODUCTS,Industrial,389091000.0,16.196,,chairman & CEO,MALE,59.0,2010.0,20.0,5080.0,MACHINERY AND EQUIPMENT-WHSL
4168603.0,6.619990536738413,Mary Junck,LEE ENTERPRISES,Discretionary,656741000.0,78.041,,"chairman, president & CEO",FEMALE,56.0,2540.0,25.0,2711.0,"NEWSPAPER:PUBG, PUBG & PRINT"
1765291.0,6.2468163070479825,Felix Wright,LEGGETT & PLATT INC,Discretionary,4388200000.0,205.9,1.13,chairman & CEO,MALE,68.0,2520.0,25.0,2510.0,HOUSEHOLD FURNITURE
7543652.0,6.877581645534456,Raymond Mason,LEGG MASON INC,Financial,2004267000.0,297.764,2.47,"chairman, president & CEO",MALE,67.0,4020.0,40.0,6211.0,SECURITY BROKERS & DEALERS
2976576.0,6.473716975736839,Alfred Kahn,4 KIDS ENTERTAINMENT INC,Discretionary,102079000.0,14.799,7.75,chairman & CEO,MALE,57.0,2540.0,25.0,6794.0,PATENT OWNERS AND LESSORS
16555605.0,7.218945056025001,Stuart Miller,LENNAR CORP,Discretionary,8907619000.0,751.391,,president & CEO,MALE,46.0,2520.0,25.0,1531.0,OPERATIVE BUILDERS
1172984.0,6.069292088194725,Ian Cumming,LEUCADIA NATIONAL CORP,Financial,556375000.0,97.054,12.68,chairman,MALE,62.0,4020.0,40.0,9997.0,CONGLOMERATE
10299131.0,7.012800582197776,Sidney Taurel,LILLY (ELI) & CO,Health,12582500000.0,2560.8,,"chairman, president & CEO",MALE,55.0,3520.0,35.0,2834.0,PHARMACEUTICAL PREPARATIONS
6843956.0,6.835307208785686,Leslie Wexner,LIMITED BRANDS INC,Discretionary,8934000000.0,717.0,10.75,chairman & CEO,MALE,66.0,2550.0,25.0,5621.0,WOMEN'S CLOTHING STORES
7373278.0,6.867660608728797,Jon Boscia,LINCOLN NATIONAL CORP,Financial,5283881000.0,511.936,,chairman & CEO,MALE,51.0,4030.0,40.0,6311.0,LIFE INSURANCE
8555940.0,6.93226773034546,Paul Charron,LIZ CLAIBORNE INC,Discretionary,4241115000.0,279.693,0.26,chairman & CEO,MALE,61.0,2520.0,25.0,2330.0,"WOMENS,MISSES,JRS OUTERWEAR"
21550071.0,7.3334487053486015,Vance Coffman,LOCKHEED MARTIN CORP,Industrial,31824000000.0,1053.0,,chairman & CEO,MALE,60.0,2010.0,20.0,3760.0,GUIDED MISSILES & SPACE VEHC
1762128.0,6.246037452132006,James Tisch,LOEWS CORP,Financial,15809600000.0,-610.7,1.67,CEO,MALE,51.0,4030.0,40.0,6331.0,"FIRE, MARINE, CASUALTY INS"
1207172.0,6.081769153551398,Rhys Best,LONE STAR TECHNOLOGIES,Energy,534100000.0,-68.2,0.56,"chairman, president & CEO",MALE,57.0,1010.0,10.0,3317.0,STEEL PIPE AND TUBES
3283193.0,6.516296413150097,Robert Catell,KEYSPAN CORP,Utility,6915161000.0,386.73,0.11,chairman & CEO,MALE,67.0,5510.0,55.0,4931.0,ELECTRIC & OTHER SERV COMB
1839219.0,6.264633444751291,Warren Bryant,LONGS DRUG STORES INC,Staples,4526524000.0,29.764,,president & CEO,MALE,58.0,3010.0,30.0,5912.0,DRUG & PROPRIETARY STORES
316880.0,5.500894829396236,Richard Wollenberg,LONGVIEW FIBRE CO,Materials,773337000.0,5.354,,president & chief operating officer,MALE,50.0,1510.0,15.0,2650.0,"PAPERBOARD CONTAINERS, BOXES"
5064896.0,6.704570532205711,Mark Suwyn,LOUISIANA-PACIFIC CORP,Materials,2300200000.0,272.5,,chairman & CEO,MALE,61.0,1510.0,15.0,2421.0,"SAWMILLS, PLANING MILLS, GEN"
14487610.0,7.160996746449592,Robert Tillman,LOWES COS,Discretionary,30838000000.0,1877.0,,chairman & CEO,MALE,60.0,2550.0,25.0,5211.0,LUMBER & OTH BLDG MATL-RETL
2109189.0,6.324115497700314,William Bares,LUBRIZOL CORP,Materials,2052123000.0,90.774,,"chairman, president & CEO",MALE,62.0,1510.0,15.0,2860.0,INDUSTRIAL ORGANIC CHEMICALS
100000.0,5.0,Christopher Pappas,LUBYS INC,Discretionary,318521000.0,-33.094,2.5,president & CEO,MALE,56.0,2530.0,25.0,5812.0,EATING PLACES
1417866.0,6.151635188385507,David Freeman,LYDALL INC,Industrial,271385000.0,7.553,,president & CEO,MALE,59.0,2010.0,20.0,2670.0,"CONVRT PAPR,PAPRBRD,EX BOXES"
18361505.0,7.263908275253449,Larry Mizel,MDC HOLDINGS INC,Discretionary,2919302000.0,212.229,17.07,chairman & CEO,MALE,61.0,2520.0,25.0,1531.0,OPERATIVE BUILDERS
2575040.0,6.41078397964686,Martin White,MDU RESOURCES GROUP INC,Utility,2352189000.0,175.324,,"chairman, president & CEO",MALE,62.0,5510.0,55.0,4932.0,GAS & OTHER SERV COMBINED
2447966.0,6.388805381563831,Charles Hurwitz,MAXXAM INC,Materials,336600000.0,-11.6,45.21,chairman & CEO,MALE,63.0,1510.0,15.0,2400.0,"LUMBER AND WOOD PDS, EX FURN"
2944494.0,6.469010673694048,Daniel Leever,MACDERMID INC,Materials,619886000.0,56.426,3.5,chairman & CEO,MALE,55.0,1510.0,15.0,2890.0,MISC CHEMICAL PRODUCTS
1254480.0,6.098463741809356,Terry Growcock,MANITOWOC CO,Industrial,1593186000.0,3.549,,chairman & CEO,MALE,58.0,2010.0,20.0,3530.0,"CONSTR,MINING,MATL HANDLE EQ"
6280373.0,6.797985437850444,"Clarence Cazalot, Jr.",MARATHON OIL CORP,Energy,36678000000.0,1321.0,,president & CEO,MALE,53.0,1010.0,10.0,2911.0,PETROLEUM REFINING
21242696.0,7.327209634048829,Jeffrey Greenberg,MARSH & MCLENNAN COS,Financial,11588000000.0,1540.0,,chairman & CEO,MALE,52.0,4030.0,40.0,6411.0,"INS AGENTS,BROKERS & SERVICE"
6315722.0,6.800423005357296,Dennis Kuester,MARSHALL & ILSLEY CORP,Financial,2740721000.0,544.105,,president & CEO,MALE,61.0,4010.0,40.0,6020.0,COMMERCIAL BANKS
9543951.0,6.979728200938455,Richard Manoogian,MASCO CORP,Industrial,10936000000.0,806.0,1.94,chairman & CEO,MALE,67.0,2010.0,20.0,2430.0,"MILLWORK,VENEER,PLYWOOD"
378980.0,5.578616291448744,Michael Callahan,MATERIAL SCIENCES CORP,Materials,243218000.0,-14.537,,president & CEO,MALE,,1510.0,15.0,3470.0,"COATING,ENGRAVING,ALLIED SVC"
15739180.000000002,7.196982102181125,Robert Eckert,MATTEL INC,Discretionary,4960100000.0,537.632,,chairman & CEO,MALE,49.0,2520.0,25.0,3942.0,DOLLS AND STUFFED TOYS
2812001.0,6.449015470791031,Eugene Kahn,MAY DEPARTMENT STORES CO,Discretionary,13343000000.0,434.0,,chairman & CEO,MALE,54.0,2550.0,25.0,5311.0,DEPARTMENT STORES
2342745.0,6.3697250196597945,Ralph Hake,MAYTAG CORP,Discretionary,4791866000.0,120.133,,chairman & CEO,MALE,55.0,2520.0,25.0,3630.0,HOUSEHOLD APPLIANCES
3934820.0,6.594924870165288,Robert Lawless,MCCORMICK & CO,Staples,2269600000.0,210.8,,"chairman, president & CEO",MALE,57.0,3020.0,30.0,2090.0,"MISC FOOD PREPS, KINDRED PDS"
1111303.0,6.045832486741965,Bruce Wilkinson,MCDERMOTT INTL INC,Industrial,2335364000.0,-95.229,0.48,chairman & CEO,MALE,59.0,2010.0,20.0,3730.0,SHIP & BOAT BLDG & REPAIRING
7996872.000000001,6.902920144643176,James Cantalupo,MCDONALDS CORP,Discretionary,17140500000.0,1471.4,,chairman & CEO,MALE,60.0,2530.0,25.0,5812.0,EATING PLACES
6086614.0,6.784375760602111,Harold McGraw III,MCGRAW-HILL COMPANIES,Discretionary,4827857000.0,687.65,,"chairman, president & CEO",MALE,55.0,2540.0,25.0,2731.0,"BOOKS: PUBG, PUBG & PRINTING"
22771278.0,7.357387405352628,John Hammergren,MCKESSON CORP,Health,69506102000.0,646.5,0.09,"chairman, president & CEO",MALE,45.0,3510.0,35.0,5122.0,DRUGS AND PROPRIETARY-WHSL
7149294.0,6.854263156899982,John Bryan III,MEDIA GENERAL  -CL A,Discretionary,837423000.0,58.685,4.58,chairman & CEO,MALE,65.0,2540.0,25.0,2711.0,"NEWSPAPER:PUBG, PUBG & PRINT"
11910328.999999998,7.075923758200752,Martin McGuinn,MELLON FINANCIAL CORP,Financial,4550000000.0,701.0,,chairman & CEO,MALE,61.0,4020.0,40.0,6020.0,COMMERCIAL BANKS
12399993.0,7.093421439995926,Thomas Ryan,CVS CORP,Staples,26588000000.0,847.3,,"chairman, president & CEO",MALE,51.0,3010.0,30.0,5912.0,DRUG & PROPRIETARY STORES
3780593.0,6.577559925876622,Walden Rhines,MENTOR GRAPHICS CORP,IT,675668000.0,7.933,0.36,chairman & CEO,MALE,57.0,4510.0,45.0,7373.0,CMP INTEGRATED SYS DESIGN
3479597.0,6.541528947736497,Edward Kelly III,MERCANTILE BANKSHARES CORP,Financial,773166000.0,196.814,,president & CEO,MALE,50.0,4010.0,40.0,6020.0,COMMERCIAL BANKS
11187138.999999998,7.048719034215585,Raymond Gilmartin,MERCK & CO,Health,22485900000.0,6830.9,,"chairman, president & CEO",MALE,63.0,3520.0,35.0,2834.0,PHARMACEUTICAL PREPARATIONS
3831994.0,6.583424820404176,William Kerr,MEREDITH CORP,Discretionary,1080104000.0,5.319,0.72,chairman & CEO,MALE,62.0,2540.0,25.0,2721.0,"PERIODICAL:PUBG,PUBG & PRINT"
28712526.999999996,7.45807141659474,E. O'Neal,MERRILL LYNCH & CO,Financial,27745000000.0,3988.0,,"chairman, president, CEO & chief operating officer",MALE,52.0,4020.0,40.0,6211.0,SECURITY BROKERS & DEALERS
2677675.0,6.4277578638365656,R. Rouleau,MICHAELS STORES INC,Discretionary,3091256000.0,177.845,,president & CEO,MALE,,2550.0,25.0,5945.0,"HOBBY, TOY, AND GAME SHOPS"
1937943.0,6.287340999159785,A. Giannopoulos,MICROS SYSTEMS INC,IT,400191000.0,21.782,0.23,"chairman, president & CEO",MALE,63.0,4510.0,45.0,7373.0,CMP INTEGRATED SYS DESIGN
7954222.0,6.900597707850556,Steven Appleton,MICRON TECHNOLOGY INC,IT,3091300000.0,-1273.2,,"chairman, president & CEO",MALE,43.0,4530.0,45.0,3674.0,"SEMICONDUCTOR,RELATED DEVICE"
1716443.0,6.234629385858771,James Peterson,MICROSEMI CORP,IT,197371000.0,-11.472,,president & CEO,MALE,48.0,4530.0,45.0,3674.0,"SEMICONDUCTOR,RELATED DEVICE"
7330821.0,6.8651526152691,J. Leonard,ENTERGY CORP,Utility,9194920000.0,950.467,,CEO,MALE,53.0,5510.0,55.0,4911.0,ELECTRIC SERVICES
4205725.0,6.62384087203859,Francis Lunger,MILLIPORE CORP,Health,799622000.0,100.796,,"chairman, president & CEO",MALE,58.0,3510.0,35.0,3826.0,LAB ANALYTICAL INSTRUMENTS
12131840.0,7.083926674011249,"W. McNerney, Jr.",3M CO,Industrial,18232000000.0,2403.0,,chairman & CEO,MALE,54.0,2010.0,20.0,2670.0,"CONVRT PAPR,PAPRBRD,EX BOXES"
1743262.0,6.241362663417093,David Gartzke,ALLETE INC,Industrial,1581900000.0,236.4,,"chairman, president & CEO",MALE,60.0,2010.0,20.0,4911.0,ELECTRIC SERVICES
560099.0,5.748264797280649,Charles Dunn,MISSISSIPPI CHEMICAL CORP,Materials,444346000.0,-105.853,,president & CEO,MALE,,1510.0,15.0,2870.0,AGRICULTURAL CHEMICALS
1158227.0,6.063793684767909,David Rayburn,MODINE MFG CO,Discretionary,1199799000.0,40.437,,"president, CEO & chief operating officer",MALE,56.0,2510.0,25.0,3714.0,"MOTOR VEHICLE PART,ACCESSORY"
1739398.0,6.2403989663771,"Leon Moulder, Jr.",MGI PHARMA INC,Health,49385000.0,-61.908,,president & CEO,MALE,46.0,3520.0,35.0,2834.0,PHARMACEUTICAL PREPARATIONS
3124176.0,6.4947354918108235,J. King,MOLEX INC,IT,1843098000.0,84.918,,vice chairman & CEO,MALE,59.0,4520.0,45.0,3678.0,ELECTRONIC CONNECTORS
10621073.0,7.026168393811309,Christopher Galvin,MOTOROLA INC,IT,27058000000.0,893.0,,chairman & CEO,MALE,,4520.0,45.0,3663.0,"RADIO, TV BROADCAST, COMM EQ"
4117011.0,6.614582027364967,Claiborne Deming,MURPHY OIL CORP,Energy,5275099000.0,294.197,2.3,president & CEO,MALE,49.0,1010.0,10.0,2911.0,PETROLEUM REFINING
452666.0,5.655777875615391,Stephen Myers,MYERS INDUSTRIES INC,Materials,661092000.0,16.326,8.22,chairman & CEO,MALE,60.0,1510.0,15.0,3089.0,"PLASTICS PRODUCTS, NEC"
21569314.0,7.33383633282845,Kenneth Lewis,BANK OF AMERICA CORP,Financial,49006000000.0,10810.0,,"chairman, president & CEO",MALE,57.0,4010.0,40.0,6020.0,COMMERCIAL BANKS
2679444.0,6.428044684781335,Mark Hurd,NCR CORP,IT,5598000000.0,58.0,,president & CEO,MALE,47.0,4520.0,45.0,3578.0,"CACULATE,ACCT MACH,EX COMP"
4374036.0,6.640882353127088,Richard Anderson,NORTHWEST AIRLINES CORP,Industrial,9510000000.0,248.0,,CEO,MALE,48.0,2030.0,20.0,4512.0,"AIR TRANSPORT, SCHEDULED"
1738675.0,6.240218409548685,Ron Marshall,NASH FINCH CO,Staples,3971502000.0,35.092,0.39,CEO,MALE,49.0,3010.0,30.0,5141.0,"GROCERIES, GENERAL LINE-WHSL"
738826.0,5.868542170279093,Andrew Albert,NASHUA CORP,Industrial,288906000.0,0.102,3.03,"chairman, president & CEO",MALE,58.0,2020.0,20.0,2670.0,"CONVRT PAPR,PAPRBRD,EX BOXES"
7697025.0,6.886322897153791,David Daberko,NATIONAL CITY CORP,Financial,9593823000.0,2117.064,,chairman & CEO,MALE,58.0,4010.0,40.0,6020.0,COMMERCIAL BANKS
1671689.0,6.223155484737655,Philip Ackerman,NATIONAL FUEL GAS CO,Utility,2035471000.0,178.944,0.41,president & CEO,MALE,60.0,5510.0,55.0,4924.0,NATURAL GAS DISTRIBUTION
9067355.0,6.95748061931689,Trevor Fetter,TENET HEALTHCARE CORP,Health,13212000000.0,-1477.0,,president & CEO,MALE,44.0,3510.0,35.0,8062.0,GEN MED & SURGICAL HOSPITALS
1358963.0,6.133207632512788,Scott Rudolph,NBTY INC,Staples,1192548000.0,81.585,8.26,chairman & CEO,MALE,46.0,3030.0,30.0,2834.0,PHARMACEUTICAL PREPARATIONS
359098.0,5.5552129863252295,Daniel Howells,NATURES SUNSHINE PRODS INC,Staples,258208000.00000003,5.099,,president & CEO,MALE,,3030.0,30.0,2834.0,PHARMACEUTICAL PREPARATIONS
2368008.0,6.3743831652594904,Walter Higgins,SIERRA PACIFIC RESOURCES,Utility,2789158000.0,-136.629,,"chairman, president & CEO",MALE,59.0,5510.0,55.0,4911.0,ELECTRIC SERVICES
867995.0,5.938517223472962,Robert Murray,NEW ENGLAND BUSINESS SVC INC,Industrial,551188000.0,20.124,2.28,chairman & CEO,MALE,62.0,2020.0,20.0,2761.0,MANIFOLD BUSINESS FORMS
1504849.0,6.17749292401172,Laurence Downes,NEW JERSEY RESOURCES,Utility,2544379000.0,65.412,,"chairman, CEO & president",MALE,46.0,5510.0,55.0,4924.0,NATURAL GAS DISTRIBUTION
1910667.0,6.281185002772295,Glenn Rufrano,NEW PLAN EXCEL REALTY TR,Financial,492740000.0,129.021,,CEO,MALE,54.0,4040.0,40.0,6798.0,REAL ESTATE INVESTMENT TRUST
3978805.0,6.599752655029979,Wesley von Schack,ENERGY EAST CORP,Utility,4593819000.0,210.446,0.14,"chairman, president & CEO",MALE,59.0,5510.0,55.0,4931.0,ELECTRIC & OTHER SERV COMB
3037534.0,6.482521147817806,Russell Lewis,NEW YORK TIMES CO  -CL A,Discretionary,3227200000.0,302.655,,president & CEO,MALE,56.0,2540.0,25.0,2711.0,"NEWSPAPER:PUBG, PUBG & PRINT"
1611084.0,6.207118184606326,"Joseph Galli, Jr.",NEWELL RUBBERMAID INC,Discretionary,7750000000.0,-46.6,,president & CEO,MALE,45.0,2520.0,25.0,3089.0,"PLASTICS PRODUCTS, NEC"
6401269.0,6.806266077900512,Wayne Murdy,NEWMONT MINING CORP,Materials,3214059000.0,475.667,,CEO,MALE,59.0,1510.0,15.0,1040.0,GOLD AND SILVER ORES
2172148.0,6.336889412718629,Robert Deuster,NEWPORT CORP,IT,134789000.0,-13.16,0.3,"chairman, president & CEO",MALE,53.0,4520.0,45.0,3821.0,LAB APPARATUS AND FURNITURE
1797613.0,6.2546962001586515,Thomas Fisher,NICOR INC,Utility,2662700000.0,105.2,,chairman & CEO; chairman-Nicor Gas,MALE,59.0,5510.0,55.0,4924.0,NATURAL GAS DISTRIBUTION
2614324.0,6.417359409829227,Charles Davidson,NOBLE ENERGY INC,Energy,965324000.0,77.992,,president & CEO,MALE,54.0,1010.0,10.0,1311.0,CRUDE PETROLEUM & NATURAL GS
3021900.0,6.480280088670524,Edward Campbell,NORDSON CORP,Industrial,667347000.0,35.16,0.31,president & CEO,MALE,54.0,2010.0,20.0,3569.0,"GENERAL INDL MACH & EQ, NEC"
3297667.0,6.518206798256914,Blake Nordstrom,NORDSTROM INC,Discretionary,6646763000.0,242.841,,president & CEO,MALE,,2550.0,25.0,5651.0,FAMILY CLOTHING STORES
9887704.0,6.995095456825365,David Goode,NORFOLK SOUTHERN CORP,Industrial,6468000000.0,535.0,,"chairman, president & CEO",MALE,63.0,2030.0,20.0,4011.0,"RAILROADS,LINE-HAUL OPERATNG"
2199652.0,6.3423539778975115,"Alfred Rankin, Jr.",NACCO INDUSTRIES  -CL A,Industrial,2472600000.0,52.8,16.15,"chairman, president & CEO",MALE,62.0,2010.0,20.0,3537.0,"INDL TRUCKS,TRACTORS,TRAILRS"
4874837.0,6.687960098766034,Michael Morris,NORTHEAST UTILITIES,Utility,6069156000.0,121.97,,"chairman, president & CEO",MALE,,5510.0,55.0,4911.0,ELECTRIC SERVICES
7697619.0,6.886356411527021,Gary Neale,NISOURCE INC,Utility,6246600000.0,89.7,,"chairman, president & CEO",MALE,64.0,5510.0,55.0,4931.0,ELECTRIC & OTHER SERV COMB
2461671.0,6.391230009427059,Wayne Brunetti,XCEL ENERGY INC,Utility,7937516000.0,622.392,,chairman & CEO,MALE,61.0,5510.0,55.0,4931.0,ELECTRIC & OTHER SERV COMB
5165181.0,6.713085544814771,William Osborn,NORTHERN TRUST CORP,Financial,2580100000.0,404.8,,"chairman, president & CEO",MALE,56.0,4020.0,40.0,6020.0,COMMERCIAL BANKS
10574558.999999998,7.024262264665508,Ronald Sugar,NORTHROP GRUMMAN CORP,Industrial,26206000000.0,866.0,,"chairman, president & CEO",MALE,55.0,2010.0,20.0,3812.0,"SRCH,DET,NAV,GUID,AERO SYS"
662396.0,5.821117701217686,Mark Dodson,NORTHWEST NATURAL GAS CO,Utility,611256000.0,45.983,,president & CEO,MALE,59.0,5510.0,55.0,4924.0,NATURAL GAS DISTRIBUTION
19920761.0,7.299305925040888,Richard Kovacevich,WELLS FARGO & CO,Financial,31800000000.0,6202.0,,"chairman, president & CEO",MALE,60.0,4010.0,40.0,6020.0,COMMERCIAL BANKS
1828763.0,6.262157426383236,Daniel DiMicco,NUCOR CORP,Materials,6265823000.0,62.781,,"vice chairman, president & CEO",MALE,53.0,1510.0,15.0,3312.0,STEEL WORKS & BLAST FURNACES
1132815.0,6.054158991029043,James Watt,REMINGTON OIL&GAS CP  -CL B,Energy,182579000.0,42.924,0.5,president & CEO,MALE,54.0,1010.0,10.0,1311.0,CRUDE PETROLEUM & NATURAL GS
29972535.0,7.47672347601048,Ray Irani,OCCIDENTAL PETROLEUM CORP,Energy,9326000000.0,1527.0,0.87,chairman & CEO,MALE,69.0,1010.0,10.0,1311.0,CRUDE PETROLEUM & NATURAL GS
3216288.0,6.507354930378238,John Huff,OCEANEERING INTERNATIONAL,Energy,639249000.0,29.301,2.25,chairman & CEO,MALE,58.0,1010.0,10.0,1389.0,"OIL & GAS FIELD SERVICES,NEC"
4184160.0,6.621608283361252,H. Burg,FIRSTENERGY CORP,Utility,12307047000.0,465.133,,chairman & CEO,MALE,,5510.0,55.0,4911.0,ELECTRIC SERVICES
2033865.0,6.308322122775112,Steven Moore,OGE ENERGY CORP,Utility,3779000000.0,129.8,,"chairman, president & CEO",MALE,57.0,5510.0,55.0,4922.0,NATURAL GAS TRANSMISSION
1108722.0,6.044822665174356,Joseph Rupp,OLIN CORP,Materials,1586000000.0,-24.0,,president & CEO,MALE,53.0,1510.0,15.0,3350.0,ROLLING & DRAW NONFER METAL
24805042.0,7.394539966722044,Joel Gemunder,OMNICARE INC,Health,3499174000.0,194.368,1.56,president & CEO,MALE,64.0,3510.0,35.0,5912.0,DRUG & PROPRIETARY STORES
2947696.0,6.469482692100768,David Kyle,ONEOK INC,Utility,2998996000.0,112.488,,"chairman, president & CEO",MALE,51.0,5510.0,55.0,4923.0,NATURAL GAS TRANSMIS & DISTR
843903.0,5.926292530765808,Douglas Hyde,OSHKOSH B'GOSH INC  -CL A,Discretionary,417272000.0,7.189,1.93,chairman & CEO,MALE,53.0,2520.0,25.0,2300.0,APPAREL & OTHER FINISHED PDS
18395711.0,7.264716578109482,Morton Hyman,OVERSEAS SHIPHOLDING GROUP,Energy,454120000.0,121.309,,"chairman, president & CEO",MALE,,1010.0,10.0,4412.0,DEEP SEA FRN TRANS-FREIGHT
1903865.0,6.2796361500181614,G. Minor III,OWENS & MINOR INC,Health,4244067000.0,53.641,1.46,chairman & CEO,MALE,63.0,3510.0,35.0,5047.0,"MED, DENTAL, HOSP EQ-WHSL"
3890072.0,6.589957639606767,Joseph Lemieux,OWENS-ILLINOIS INC,Materials,6059000000.0,-990.8,0.59,chairman & CEO,MALE,73.0,1510.0,15.0,3221.0,GLASS CONTAINERS
10465915.0,7.019777203250878,James Rohr,PNC FINANCIAL SVCS GROUP INC,Financial,5969000000.0,1001.0,,chairman & CEO,MALE,55.0,4010.0,40.0,6020.0,COMMERCIAL BANKS
12061535.0,7.08140258140348,Raymond LeBoeuf,PPG INDUSTRIES INC,Materials,8756000000.0,494.0,,chairman & CEO,MALE,57.0,1510.0,15.0,2851.0,"PAINTS, VARNISHES, LACQUERS"
4208624.0,6.624140127454036,Mark Pigott,PACCAR INC,Industrial,8194900000.0,526.5,1.01,chairman & CEO,MALE,50.0,2010.0,20.0,3711.0,MOTOR VEHICLES & CAR BODIES
19898694.0,7.298824573535036,"Robert Glynn, Jr.",PG&E CORP,Utility,10435000000.0,420.0,,"chairman, president & CEO; chairman-Pacific Gas and Electric Company",MALE,61.0,5510.0,55.0,4931.0,ELECTRIC & OTHER SERV COMB
4958311.0,6.695333763526584,Stephen Baum,SEMPRA ENERGY,Utility,7887000000.0,659.0,,"chairman, president & CEO",MALE,63.0,5510.0,55.0,4932.0,GAS & OTHER SERV COMBINED
1042353.0,6.018014820681475,Arthur Hershaft,PAXAR CORP,IT,712000000.0,14.6,8.05,chairman & CEO,MALE,66.0,4520.0,45.0,2750.0,COMMERCIAL PRINTING
2681924.0,6.428446466711595,Eric Krasnoff,PALL CORP,Industrial,1613635000.0,103.202,,chairman & CEO,MALE,51.0,2010.0,20.0,3569.0,"GENERAL INDL MACH & EQ, NEC"
4460088.0,6.649343427666709,Scott Tarriff,PAR PHARMACEUTICAL COS INC,Health,661688000.0,122.533,,president & CEO,MALE,44.0,3520.0,35.0,2834.0,PHARMACEUTICAL PREPARATIONS
562249.0,5.749928691684604,Brian Shore,PARK ELECTROCHEMICAL CORP,IT,194236000.0,-3.852,0.68,president & CEO,MALE,52.0,4520.0,45.0,3672.0,PRINTED CIRCUIT BOARDS
908760.0,5.958449202872237,"Robert Parker, Jr.",PARKER DRILLING CO,Energy,315784000.0,-109.699,0.56,president & CEO,MALE,55.0,1010.0,10.0,1381.0,DRILLING OIL AND GAS WELLS
3662030.0,6.563721897797761,Donald Washkewicz,PARKER-HANNIFIN CORP,Industrial,6410610000.0,196.272,,president & CEO,MALE,53.0,2010.0,20.0,3490.0,MISC FABRICATED METAL PRODS
1524200.0,6.183041957290639,Carl Lindner,AMERICAN FINANCIAL GROUP INC,Financial,3339819000.0,293.815,13.5,chairman & CEO,MALE,84.0,4030.0,40.0,6331.0,"FIRE, MARINE, CASUALTY INS"
11006041.0,7.0416311263236375,Allen Questrom,PENNEY (J C) CO,Discretionary,17786000000.0,-928.0,,chairman & CEO,MALE,63.0,2550.0,25.0,5311.0,DEPARTMENT STORES
4551973.0,6.658199677379591,William Hecht,PPL CORP,Utility,5587000000.0,763.0,,"chairman, president & CEO",MALE,61.0,5510.0,55.0,4911.0,ELECTRIC SERVICES
4486732.0,6.651930129172656,Randall Hogan,PENTAIR INC,Industrial,2724365000.0,141.352,0.44,CEO,MALE,48.0,2010.0,20.0,3550.0,SPECIAL INDUSTRY MACHINERY
2113764.0,6.325056497058837,Thomas Patrick,PEOPLES ENERGY CORP,Utility,2138393999.9999998,103.934,,"chairman, president & CEO",MALE,58.0,5510.0,55.0,4924.0,NATURAL GAS DISTRIBUTION
5497246.000000001,6.740145171939727,Lawrence Stevenson,PEP BOYS-MANNY MOE & JACK,Discretionary,2134270000.0,-32.146,,CEO,MALE,47.0,2550.0,25.0,5531.0,AUTO AND HOME SUPPLY STORES
