Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
Round,0.42,Ideal,E,VVS2,EX,EX,1.01,GIA,61.4,57.0,None,None,2008-12-10,1288.0,7.160845906664299,-0.8675005677047231
Princess,0.5,Good,D,VVS2,VG,G,1.0,GIA,74.2,80.0,None,None,2008-12-09,1288.0,7.160845906664299,-0.6931471805599453
Round,0.5,Ideal,D,SI2,EX,VG,1.01,GIA,61.1,57.0,None,None,2008-12-15,1288.0,7.160845906664299,-0.6931471805599453
Round,0.5,Ideal,D,SI2,VG,EX,1.0,GIA,61.0,58.0,None,None,2008-12-15,1288.0,7.160845906664299,-0.6931471805599453
Round,0.5,Ideal,D,SI2,EX,VG,1.01,GIA,61.4,55.0,None,None,2008-12-15,1288.0,7.160845906664299,-0.6931471805599453
Round,0.53,Ideal,D,SI2,EX,EX,1.01,GIA,62.4,56.0,Faint,None,2008-12-09,1288.0,7.160845906664299,-0.6348782724359695
Round,0.53,Ideal,D,SI2,EX,EX,1.01,GIA,60.7,60.0,None,None,2008-12-09,1288.0,7.160845906664299,-0.6348782724359695
Emerald,0.4,Very Good,E,VVS1,VG,VG,1.36,GIA,65.2,68.0,None,None,2008-12-10,1289.0,7.161622002939187,-0.916290731874155
Round,0.4,Ideal,E,VVS1,EX,VG,1.01,GIA,62.3,60.0,None,None,2008-12-11,1289.0,7.161622002939187,-0.916290731874155
Round,0.62,Ideal,E,SI2,VG,EX,1.0,GIA,61.7,57.0,None,None,2008-12-11,1290.0,7.162397497355718,-0.4780358009429998
Round,0.41,Very Good,D,VS1,EX,EX,1.01,GIA,63.1,55.0,None,None,2008-12-10,1291.0,7.1631723908466425,-0.8915981192837836
Round,0.42,Very Good,E,VS1,ID,ID,1.01,AGSL,61.8,57.0,None,Pointed,2008-12-10,1291.0,7.1631723908466425,-0.8675005677047231
Round,0.59,Very Good,D,SI2,VG,EX,1.01,GIA,62.1,58.0,None,None,2008-12-10,1291.0,7.1631723908466425,-0.527632742082372
Emerald,0.49,Good,E,VVS2,G,G,1.41,GIA,61.3,74.0,None,None,2008-12-10,1293.0,7.164720378771857,-0.7133498878774648
Round,0.54,Very Good,J,VVS2,VG,VG,1.01,GIA,62.2,58.0,None,None,2008-12-11,1293.0,7.164720378771857,-0.616186139423817
Round,0.4,Very Good,D,VS1,EX,VG,1.01,GIA,61.8,59.0,None,None,2008-12-11,1294.0,7.165493475060845,-0.916290731874155
Emerald,0.5,Very Good,D,VS1,EX,G,1.06,GIA,65.2,61.0,Medium,None,2008-12-09,1294.0,7.165493475060845,-0.6931471805599453
Round,0.5,Ideal,D,SI2,VG,VG,1.01,GIA,61.7,59.0,None,None,2008-12-11,1294.0,7.165493475060845,-0.6931471805599453
Princess,0.5,Very Good,E,VVS2,EX,G,1.01,GIA,73.3,75.0,None,None,2008-12-10,1294.0,7.165493475060845,-0.6931471805599453
Round,0.5,Good,E,VS2,EX,VG,1.02,GIA,65.4,59.0,Strong Blue,None,2008-12-12,1294.0,7.165493475060845,-0.6931471805599453
Round,0.5,Good,E,VS2,VG,VG,1.01,GIA,65.3,59.0,Strong Blue,None,2008-12-12,1294.0,7.165493475060845,-0.6931471805599453
Round,0.6,Good,E,SI2,VG,VG,1.02,GIA,60.9,56.0,None,None,2008-12-10,1294.0,7.165493475060845,-0.5108256237659907
Princess,0.57,Very Good,D,VS2,VG,VG,1.02,GIA,72.9,70.0,None,None,2008-12-10,1297.0,7.167809184316444,-0.5621189181535413
Princess,0.72,Good,J,SI2,VG,VG,1.01,GIA,75.3,73.0,None,None,2008-12-10,1301.0,7.170888478512505,-0.3285040669720361
Round,0.61,Ideal,J,VS2,EX,EX,1.01,GIA,61.5,55.0,None,None,2008-12-11,1304.0,7.1731917424865985,-0.4942963218147801
Round,0.61,Very Good,G,SI2,VG,EX,1.01,GIA,61.1,56.0,None,None,2008-12-11,1309.0,7.1770187659099,-0.4942963218147801
Round,0.44,Ideal,G,VVS1,EX,EX,1.01,GIA,60.9,56.0,Faint,None,2008-12-10,1310.0,7.177782416195197,-0.8209805520698302
Round,0.44,Ideal,G,VVS1,EX,EX,1.01,GIA,61.6,56.0,None,None,2008-12-10,1310.0,7.177782416195197,-0.8209805520698302
Round,0.44,Ideal,G,VVS1,EX,EX,1.01,GIA,61.4,57.0,None,None,2008-12-10,1310.0,7.177782416195197,-0.8209805520698302
Princess,0.56,Very Good,G,VVS1,VG,VG,1.0,GIA,73.0,76.0,None,None,2008-12-10,1310.0,7.177782416195197,-0.579818495252942
Round,0.64,Ideal,J,VS1,EX,VG,1.01,GIA,60.7,60.0,None,None,2008-12-11,1310.0,7.177782416195197,-0.4462871026284195
Round,0.4,Ideal,G,IF,VG,EX,1.01,GIA,63.2,57.0,Medium,None,2008-12-11,1311.0,7.1785454837637,-0.916290731874155
Round,0.46,Signature-Ideal,G,VS1,EX,EX,1.01,GIA,61.9,55.0,None,None,2008-12-10,1312.0,7.179307969504034,-0.7765287894989963
Round,0.61,Very Good,G,SI1,VG,VG,1.01,GIA,63.1,57.0,None,None,2008-12-12,1313.0,7.180069874302796,-0.4942963218147801
Princess,0.52,Signature-Ideal,G,VS1,EX,VG,1.01,GIA,69.5,67.0,Faint,None,2008-12-10,1314.0,7.1808311990445555,-0.6539264674066639
Round,0.52,Very Good,G,VS2,EX,EX,1.01,GIA,62.8,54.0,None,None,2008-12-10,1314.0,7.1808311990445555,-0.6539264674066639
Round,0.5,Very Good,G,VS2,EX,VG,1.01,GIA,62.6,56.0,None,None,2008-12-10,1316.0,7.182352111885263,-0.6931471805599453
Round,0.5,Very Good,G,VS2,EX,VG,1.01,GIA,60.9,58.0,None,None,2008-12-10,1316.0,7.182352111885263,-0.6931471805599453
Round,0.63,Ideal,G,SI2,EX,EX,1.01,GIA,62.8,54.0,None,None,2008-12-10,1316.0,7.182352111885263,-0.4620354595965587
Round,0.42,Ideal,G,VVS1,EX,EX,1.0,GIA,61.8,57.0,None,None,2008-12-10,1317.0,7.183111701743281,-0.8675005677047231
Round,0.42,Ideal,G,VVS1,EX,EX,1.0,GIA,62.6,55.0,None,None,2008-12-10,1317.0,7.183111701743281,-0.8675005677047231
Princess,0.61,Good,G,SI1,EX,VG,1.02,GIA,75.6,73.0,Faint,None,2008-12-10,1318.0,7.183870715062453,-0.4942963218147801
Round,0.41,Good,G,IF,VG,G,1.02,GIA,61.8,63.0,None,Very Small,2008-12-10,1319.0,7.1846291527173145,-0.8915981192837836
Round,0.43,Very Good,G,IF,EX,EX,1.01,GIA,62.7,58.0,None,None,2008-12-11,1320.0,7.1853870155804165,-0.843970070294529
Emerald,0.51,Very Good,G,VVS2,EX,G,1.22,GIA,69.0,67.0,Medium Blue,None,2008-12-10,1320.0,7.1853870155804165,-0.6733445532637656
Princess,0.55,Signature-Ideal,E,SI1,EX,EX,1.04,GIA,64.4,72.0,None,None,2008-12-10,1322.0,7.186901020411631,-0.5978370007556204
Round,0.6,Very Good,E,SI2,EX,VG,1.01,GIA,63.3,56.0,Medium,Very Small,2008-12-18,1322.0,7.186901020411631,-0.5108256237659907
Round,0.6,Ideal,E,SI2,EX,EX,1.01,GIA,61.3,56.0,Medium Blue,None,2008-12-12,1322.0,7.186901020411631,-0.5108256237659907
Princess,0.71,Very Good,J,VVS2,EX,EX,1.0,GIA,72.0,67.0,None,None,2008-12-10,1322.0,7.186901020411631,-0.342490308946776
Princess,0.57,Good,E,VVS2,VG,G,1.03,GIA,77.4,76.0,None,None,2008-12-10,1323.0,7.187657164114956,-0.5621189181535413
Round,0.58,Ideal,E,SI2,G,G,1.01,GIA,62.8,56.0,None,Very Small,2008-12-10,1323.0,7.187657164114956,-0.5447271754416722
Round,0.42,Ideal,E,VVS1,VG,EX,1.01,GIA,61.9,57.0,Medium,None,2008-12-11,1324.0,7.188412736496954,-0.8675005677047231
Princess,0.61,Good,E,VS2,G,G,1.07,GIA,73.8,83.0,None,None,2008-12-10,1324.0,7.188412736496954,-0.4942963218147801
Princess,0.71,Very Good,J,VS1,EX,VG,1.01,GIA,74.3,75.0,Faint,None,2008-12-10,1324.0,7.188412736496954,-0.342490308946776
Round,0.4,Ideal,E,VVS1,EX,EX,1.01,GIA,61.6,58.0,Medium,None,2008-12-12,1326.0,7.189922170745808,-0.916290731874155
Round,0.42,Ideal,E,VS1,EX,VG,1.0,GIA,60.5,57.0,None,None,2008-12-11,1326.0,7.189922170745808,-0.8675005677047231
Round,0.42,Ideal,E,VS1,VG,EX,1.0,GIA,61.8,55.0,None,None,2008-12-11,1326.0,7.189922170745808,-0.8675005677047231
Round,0.42,Ideal,E,VS1,VG,EX,1.01,GIA,61.9,58.0,None,None,2008-12-11,1326.0,7.189922170745808,-0.8675005677047231
Round,0.5,Very Good,E,SI1,VG,VG,1.02,GIA,61.2,55.0,None,None,2008-12-10,1326.0,7.189922170745808,-0.6931471805599453
Round,0.5,Very Good,E,SI1,VG,VG,1.0,GIA,64.0,55.0,None,None,2008-12-10,1326.0,7.189922170745808,-0.6931471805599453
Round,0.5,Very Good,E,SI1,VG,VG,1.01,GIA,64.0,57.0,None,None,2008-12-10,1326.0,7.189922170745808,-0.6931471805599453
Round,0.55,Very Good,E,SI1,VG,VG,1.01,GIA,60.8,62.0,None,None,2008-12-10,1326.0,7.189922170745808,-0.5978370007556204
Round,0.45,Signature-Ideal,E,VS2,EX,EX,1.0,GIA,61.7,55.0,None,None,2008-12-10,1328.0,7.191429330036379,-0.7985076962177716
Round,0.45,Signature-Ideal,E,VS2,EX,EX,1.01,GIA,61.6,55.0,None,None,2008-12-10,1328.0,7.191429330036379,-0.7985076962177716
Round,0.45,Signature-Ideal,E,VS2,EX,EX,1.01,GIA,61.2,55.0,None,None,2008-12-10,1328.0,7.191429330036379,-0.7985076962177716
Round,0.5,Very Good,E,VS2,VG,VG,1.01,GIA,61.4,58.0,Strong Blue,None,2008-12-12,1328.0,7.191429330036379,-0.6931471805599453
Princess,0.71,Very Good,J,VS1,EX,EX,1.03,GIA,73.3,65.0,None,None,2008-12-10,1328.0,7.191429330036379,-0.342490308946776
Round,0.71,Very Good,J,SI1,VG,EX,1.01,GIA,59.1,57.0,Medium Blue,None,2008-12-12,1328.0,7.191429330036379,-0.342490308946776
Princess,0.5,Good,D,VVS2,EX,VG,1.02,GIA,75.3,71.0,None,None,2008-12-09,1365.0,7.21890970761906,-0.6931471805599453
Princess,0.5,Good,D,VVS2,EX,VG,1.0,GIA,75.1,69.0,None,None,2008-12-09,1365.0,7.21890970761906,-0.6931471805599453
Round,0.42,Ideal,D,VVS2,EX,VG,1.01,GIA,60.6,56.0,None,None,2008-12-09,1366.0,7.2196420401307355,-0.8675005677047231
Round,0.5,Very Good,D,SI1,G,G,1.0,GIA,62.9,57.0,Medium,None,2008-12-09,1366.0,7.2196420401307355,-0.6931471805599453
Round,0.5,Good,D,SI1,EX,VG,1.01,GIA,64.5,55.0,Faint,None,2008-12-09,1366.0,7.2196420401307355,-0.6931471805599453
Round,0.5,Very Good,D,SI1,EX,VG,1.01,GIA,62.5,59.0,Medium,None,2008-12-09,1366.0,7.2196420401307355,-0.6931471805599453
Round,0.34,Ideal,D,IF,EX,EX,1.0,GIA,61.9,57.0,Medium,None,2008-12-10,1369.0,7.221835825288449,-1.0788096613719298
Princess,0.54,Good,D,VS1,VG,VG,1.03,GIA,75.6,75.0,Faint,None,2008-12-09,1369.0,7.221835825288449,-0.616186139423817
Round,0.43,Ideal,D,VS1,EX,EX,1.01,GIA,60.1,60.0,None,None,2008-12-10,1370.0,7.222566018822171,-0.843970070294529
Emerald,0.5,Good,E,IF,VG,VG,1.61,GIA,72.3,69.0,None,None,2008-12-10,1370.0,7.222566018822171,-0.6931471805599453
Princess,0.5,Very Good,E,VVS1,VG,VG,1.05,GIA,72.4,74.0,None,None,2008-12-10,1370.0,7.222566018822171,-0.6931471805599453
Princess,0.5,Very Good,E,VVS1,VG,VG,1.01,GIA,74.5,71.0,None,None,2008-12-10,1370.0,7.222566018822171,-0.6931471805599453
Princess,0.5,Very Good,E,VVS1,EX,VG,1.02,GIA,69.9,74.0,None,None,2008-12-10,1370.0,7.222566018822171,-0.6931471805599453
Princess,0.51,Very Good,D,VVS2,EX,VG,1.02,GIA,72.6,70.0,None,None,2008-12-09,1370.0,7.222566018822171,-0.6733445532637656
Princess,0.51,Very Good,D,VVS2,EX,VG,1.05,GIA,73.0,72.0,None,None,2008-12-09,1370.0,7.222566018822171,-0.6733445532637656
Princess,0.51,Very Good,D,VVS2,VG,VG,1.01,GIA,73.9,72.0,Faint,None,2008-12-09,1370.0,7.222566018822171,-0.6733445532637656
Princess,0.51,Very Good,D,VVS2,VG,VG,1.02,GIA,72.9,74.0,None,None,2008-12-09,1370.0,7.222566018822171,-0.6733445532637656
Round,0.52,Very Good,D,SI1,VG,G,1.02,GIA,62.8,60.0,None,None,2008-12-09,1370.0,7.222566018822171,-0.6539264674066639
Round,0.52,Ideal,E,SI1,ID,ID,1.01,AGSL,60.8,56.0,Negligible,None,2008-12-10,1370.0,7.222566018822171,-0.6539264674066639
Emerald,0.54,Very Good,E,VS2,VG,VG,1.42,GIA,61.3,69.0,None,None,2008-12-10,1370.0,7.222566018822171,-0.616186139423817
Princess,0.55,Very Good,E,VS1,VG,VG,1.02,GIA,72.9,73.0,None,None,2008-12-17,1370.0,7.222566018822171,-0.5978370007556204
Round,0.56,Very Good,D,SI2,VG,VG,1.0,GIA,63.2,54.0,Faint Blue,None,2008-12-10,1370.0,7.222566018822171,-0.579818495252942
Round,0.4,Ideal,E,VVS2,EX,EX,1.01,GIA,62.3,59.0,Faint,None,2008-12-11,1371.0,7.223295679562314,-0.916290731874155
Round,0.42,Ideal,D,VS1,VG,VG,1.01,GIA,61.6,59.0,None,None,2008-12-10,1371.0,7.223295679562314,-0.8675005677047231
Round,0.5,Very Good,D,SI1,EX,EX,1.01,GIA,61.3,58.0,Medium,None,2008-12-09,1371.0,7.223295679562314,-0.6931471805599453
Round,0.51,Very Good,D,SI1,VG,VG,1.01,GIA,62.2,60.0,None,None,2008-12-09,1371.0,7.223295679562314,-0.6733445532637656
Round,0.52,Ideal,D,SI1,VG,VG,1.01,GIA,61.9,56.0,Medium Blue,None,2008-12-11,1371.0,7.223295679562314,-0.6539264674066639
Round,0.41,Ideal,E,VVS2,VG,VG,1.01,GIA,61.0,58.0,None,None,2008-12-11,1372.0,7.22402480828583,-0.8915981192837836
Round,0.45,Ideal,F,VS1,VG,EX,1.01,GIA,61.8,55.0,None,None,2008-12-11,1372.0,7.22402480828583,-0.7985076962177716
Round,0.5,Ideal,E,SI1,ID,ID,1.01,AGSL,61.8,57.0,Negligible,Very Small,2008-12-10,1372.0,7.22402480828583,-0.6931471805599453
Round,0.51,Very Good,F,VS2,VG,VG,1.01,GIA,64.0,58.0,Medium Blue,None,2008-12-12,1372.0,7.22402480828583,-0.6733445532637656
Princess,0.51,Good,D,VVS2,VG,G,1.1,GIA,78.6,71.0,None,None,2008-12-09,1372.0,7.22402480828583,-0.6733445532637656
Round,0.53,Very Good,E,SI1,VG,EX,1.01,GIA,63.7,57.0,None,None,2008-12-10,1372.0,7.22402480828583,-0.6348782724359695
Round,0.59,Very Good,F,SI1,EX,EX,1.01,GIA,63.0,54.0,None,None,2008-12-10,1372.0,7.22402480828583,-0.527632742082372
Round,0.41,Ideal,F,VVS1,EX,EX,1.01,GIA,61.7,56.0,None,None,2008-12-10,1373.0,7.224753405767971,-0.8915981192837836
Round,0.41,Ideal,F,VVS1,EX,EX,1.01,GIA,61.0,58.0,None,None,2008-12-10,1373.0,7.224753405767971,-0.8915981192837836
Round,0.46,Very Good,E,VS2,G,G,1.01,AGSL,62.6,58.0,None,None,2008-12-10,1373.0,7.224753405767971,-0.7765287894989963
Round,0.46,Very Good,E,VS2,VG,G,1.01,AGSL,59.8,59.6,None,Very Small,2008-12-10,1373.0,7.224753405767971,-0.7765287894989963
Round,0.5,Good,E,VS2,G,VG,1.01,GIA,60.2,61.0,None,None,2008-12-10,1373.0,7.224753405767971,-0.6931471805599453
Round,0.5,Good,E,VS1,VG,VG,1.01,GIA,59.6,57.0,Very Strong Blue,None,2008-12-10,1373.0,7.224753405767971,-0.6931471805599453
Princess,0.51,Very Good,E,VVS2,EX,VG,1.04,GIA,72.9,71.0,None,None,2008-12-10,1373.0,7.224753405767971,-0.6733445532637656
Round,0.5,Good,F,VS2,EX,VG,1.01,GIA,64.6,59.0,None,None,2008-12-10,1374.0,7.2254814727822945,-0.6931471805599453
Round,0.4,Ideal,F,VVS1,EX,EX,1.01,GIA,62.0,55.0,None,None,2008-12-10,1375.0,7.226209010100671,-0.916290731874155
Round,0.4,Ideal,F,VVS1,ID,ID,1.0,AGSL,61.4,56.0,None,None,2008-12-10,1375.0,7.226209010100671,-0.916290731874155
Round,0.51,Ideal,E,SI1,EX,EX,1.01,GIA,61.6,55.0,None,None,2008-12-10,1375.0,7.226209010100671,-0.6733445532637656
Round,0.5,Ideal,F,VS2,EX,VG,1.01,GIA,62.6,54.0,Strong,None,2008-12-10,1376.0,7.226936018493289,-0.6931471805599453
Round,0.5,Very Good,F,VS2,EX,EX,1.01,GIA,60.6,58.0,None,None,2008-12-10,1376.0,7.226936018493289,-0.6931471805599453
Round,0.5,Very Good,F,VS2,EX,EX,1.01,GIA,62.6,55.0,None,None,2008-12-10,1376.0,7.226936018493289,-0.6931471805599453
Round,0.5,Very Good,F,VS2,EX,VG,1.01,GIA,62.9,55.0,None,None,2008-12-10,1376.0,7.226936018493289,-0.6931471805599453
Princess,0.5,Signature-Ideal,E,VS2,EX,VG,1.01,GIA,67.6,70.0,None,None,2008-12-10,1376.0,7.226936018493289,-0.6931471805599453
Round,0.42,Ideal,F,VVS1,EX,VG,1.01,GIA,62.0,58.0,None,None,2008-12-11,1377.0,7.227662498728654,-0.8675005677047231
Round,0.42,Ideal,F,VVS1,EX,VG,1.01,GIA,60.4,55.0,None,None,2008-12-11,1377.0,7.227662498728654,-0.8675005677047231
Princess,0.51,Very Good,F,VS1,EX,VG,1.03,GIA,68.9,70.0,Faint,Small,2008-12-10,1377.0,7.227662498728654,-0.6733445532637656
Round,0.52,Very Good,E,SI1,VG,VG,1.01,GIA,63.1,55.0,None,None,2008-12-10,1377.0,7.227662498728654,-0.6539264674066639
Round,0.61,Very Good,F,SI2,EX,EX,1.01,GIA,62.8,54.0,None,None,2008-12-10,1377.0,7.227662498728654,-0.4942963218147801
Round,0.57,Ideal,E,SI2,EX,EX,1.01,GIA,61.6,56.0,None,None,2008-12-16,1414.0,7.254177846456518,-0.5621189181535413
Round,0.51,Good,E,VS2,G,VG,1.01,GIA,65.1,55.0,None,None,2008-12-11,1415.0,7.254884810077338,-0.6733445532637656
Round,0.56,Very Good,E,SI1,VG,G,1.01,GIA,63.0,58.0,None,None,2008-12-10,1415.0,7.254884810077338,-0.579818495252942
Round,0.6,Ideal,E,SI2,VG,VG,1.01,GIA,62.5,57.0,None,Very Small,2008-12-18,1415.0,7.254884810077338,-0.5108256237659907
Round,0.6,Ideal,E,SI2,VG,EX,1.01,GIA,62.3,57.0,Faint,None,2008-12-10,1415.0,7.254884810077338,-0.5108256237659907
Round,0.52,Very Good,E,VS2,G,VG,1.01,GIA,61.6,57.0,Strong,None,2008-12-11,1416.0,7.255591274253665,-0.6539264674066639
Round,0.5,Good,E,VS2,EX,G,1.01,GIA,65.3,57.0,None,None,2008-12-10,1417.0,7.256297239690681,-0.6931471805599453
Round,0.52,Very Good,E,VS2,VG,VG,1.01,GIA,60.9,59.0,Strong Blue,None,2008-12-10,1417.0,7.256297239690681,-0.6539264674066639
Round,0.5,Very Good,E,VS2,EX,EX,1.01,GIA,58.6,61.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Ideal,E,SI1,VG,EX,1.01,GIA,61.8,55.0,None,None,2008-12-10,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Very Good,E,VS2,EX,VG,1.01,GIA,63.4,58.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Very Good,E,VS2,EX,VG,1.0,GIA,62.8,58.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Very Good,E,VS2,EX,VG,1.01,GIA,59.0,60.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Very Good,E,VS2,VG,VG,1.01,GIA,60.0,58.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Very Good,E,VS2,VG,VG,1.02,GIA,59.5,62.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Round,0.5,Very Good,E,VS2,EX,VG,1.01,GIA,62.9,58.0,Medium Blue,None,2008-12-12,1418.0,7.257002707092073,-0.6931471805599453
Princess,0.51,Good,E,VVS1,EX,VG,1.01,GIA,76.2,69.0,None,None,2008-12-10,1418.0,7.257002707092073,-0.6733445532637656
Round,0.54,Ideal,E,SI2,EX,EX,1.0,GIA,60.8,56.0,None,None,2008-12-11,1418.0,7.257002707092073,-0.616186139423817
Round,0.56,Very Good,E,SI1,VG,VG,1.0,GIA,61.9,61.0,None,None,2008-12-10,1418.0,7.257002707092073,-0.579818495252942
Round,0.53,Ideal,G,VS2,VG,EX,1.01,GIA,61.2,56.0,None,None,2008-12-10,1439.0,7.271703706887368,-0.6348782724359695
Round,0.53,Ideal,G,VS2,VG,EX,1.0,GIA,61.0,57.0,None,None,2008-12-10,1439.0,7.271703706887368,-0.6348782724359695
Round,0.5,Very Good,G,VS2,EX,EX,1.02,GIA,61.2,58.0,None,None,2008-12-12,1440.0,7.272398392570047,-0.6931471805599453
Round,0.42,Ideal,G,VVS1,EX,EX,1.01,GIA,61.2,57.0,None,None,2008-12-17,1441.0,7.273092595999522,-0.8675005677047231
Round,0.42,Ideal,G,VVS1,EX,EX,1.01,GIA,61.6,57.0,None,None,2008-12-17,1441.0,7.273092595999522,-0.8675005677047231
Round,0.5,Very Good,G,VS1,G,G,1.01,GIA,63.7,59.0,None,None,2008-12-12,1441.0,7.273092595999522,-0.6931471805599453
Round,0.53,Ideal,G,VS2,ID,ID,1.01,AGSL,62.2,55.0,None,Pointed,2008-12-10,1441.0,7.273092595999522,-0.6348782724359695
Round,0.53,Ideal,G,VS2,ID,ID,1.01,AGSL,62.0,54.0,None,Pointed,2008-12-10,1441.0,7.273092595999522,-0.6348782724359695
Round,0.42,Ideal,G,IF,EX,EX,1.01,GIA,61.2,57.0,None,None,2008-12-10,1442.0,7.273786317844895,-0.8675005677047231
Princess,0.7,Very Good,G,SI1,VG,VG,1.02,GIA,74.4,71.0,None,None,2008-12-10,1442.0,7.273786317844895,-0.35667494393873245
Round,0.51,Ideal,G,VS2,VG,VG,1.01,GIA,60.3,57.0,None,None,2008-12-11,1443.0,7.274479558773871,-0.6733445532637656
Round,0.51,Ideal,G,VS2,EX,VG,1.01,GIA,62.3,58.0,None,None,2008-12-11,1443.0,7.274479558773871,-0.6733445532637656
Round,0.63,Ideal,G,SI1,ID,ID,1.01,AGSL,62.3,53.0,None,Pointed,2008-12-10,1443.0,7.274479558773871,-0.4620354595965587
Princess,0.5,Good,F,IF,EX,VG,1.03,GIA,75.2,68.0,None,None,2008-12-10,1445.0,7.275864600546533,-0.6931471805599453
Round,0.5,Very Good,F,VS2,EX,EX,1.01,GIA,64.5,55.0,None,None,2008-12-10,1446.0,7.27655640271871,-0.6931471805599453
Round,0.5,Very Good,F,VS2,EX,EX,1.01,GIA,62.7,56.0,None,None,2008-12-10,1446.0,7.27655640271871,-0.6931471805599453
Emerald,0.56,Very Good,G,VVS2,VG,VG,1.4,GIA,66.3,65.0,None,None,2008-12-17,1446.0,7.27655640271871,-0.579818495252942
Princess,0.51,Signature-Ideal,F,VS1,EX,VG,1.04,GIA,69.7,71.0,None,None,2008-12-10,1447.0,7.277247726631484,-0.6733445532637656
Princess,0.51,Signature-Ideal,F,VS1,EX,VG,1.01,GIA,69.1,72.0,None,None,2008-12-10,1447.0,7.277247726631484,-0.6733445532637656
Round,0.64,Ideal,G,SI1,VG,VG,1.01,GIA,62.1,58.0,None,None,2008-12-11,1447.0,7.277247726631484,-0.4462871026284195
Round,0.5,Ideal,G,VS2,EX,EX,1.01,GIA,61.7,54.0,None,None,2008-12-10,1448.0,7.277938572945661,-0.6931471805599453
Princess,0.51,Very Good,F,VVS2,VG,G,1.07,GIA,72.6,74.0,None,None,2008-12-10,1448.0,7.277938572945661,-0.6733445532637656
Round,0.54,Ideal,G,VS2,EX,EX,1.01,GIA,62.1,54.0,None,None,2008-12-17,1448.0,7.277938572945661,-0.616186139423817
Round,0.46,Very Good,F,VVS2,EX,VG,1.01,GIA,64.0,56.0,None,None,2008-12-17,1449.0,7.278628942320682,-0.7765287894989963
Round,0.5,Ideal,G,VS1,VG,VG,1.01,GIA,62.1,56.0,Strong Blue,None,2008-12-10,1449.0,7.278628942320682,-0.6931471805599453
Princess,0.5,Very Good,F,VVS1,VG,G,1.03,GIA,71.6,65.0,None,None,2008-12-11,1449.0,7.278628942320682,-0.6931471805599453
Princess,0.62,Very Good,F,VS2,VG,VG,1.03,GIA,75.0,74.0,None,None,2008-12-10,1449.0,7.278628942320682,-0.4780358009429998
Round,0.5,Good,D,VS2,EX,VG,1.01,GIA,60.0,57.0,Strong Blue,None,2008-12-11,1450.0,7.27931883541462,-0.6931471805599453
Round,0.41,Signature-Ideal,G,VVS1,EX,EX,1.01,GIA,61.7,56.0,Faint,None,2008-12-10,1451.0,7.280008252884188,-0.8915981192837836
Round,0.41,Signature-Ideal,F,VVS2,EX,EX,1.01,GIA,61.8,56.0,None,None,2008-12-10,1451.0,7.280008252884188,-0.8915981192837836
Round,0.41,Signature-Ideal,F,VVS2,EX,EX,1.01,GIA,61.2,55.0,Medium Blue,None,2008-12-10,1451.0,7.280008252884188,-0.8915981192837836
Round,0.54,Ideal,D,SI1,EX,EX,1.01,GIA,62.0,55.0,Strong Blue,None,2008-12-16,1451.0,7.280008252884188,-0.616186139423817
Round,0.4,Ideal,F,VVS1,VG,EX,1.01,GIA,61.3,60.0,Medium,None,2008-12-11,1452.0,7.280697195384741,-0.916290731874155
Round,0.51,Very Good,D,SI1,VG,VG,1.01,GIA,63.2,58.0,None,None,2008-12-09,1452.0,7.280697195384741,-0.6733445532637656
Round,0.55,Ideal,D,SI2,ID,ID,1.0,AGSL,61.8,56.0,Medium Blue,Pointed,2008-12-09,1452.0,7.280697195384741,-0.5978370007556204
Round,0.42,Ideal,D,VS1,EX,EX,1.0,GIA,61.5,57.0,None,None,2008-12-10,1453.0,7.2813856635702825,-0.8675005677047231
Round,0.5,Good,F,VS1,VG,VG,1.01,GIA,58.6,60.0,Medium Blue,None,2008-12-12,1453.0,7.2813856635702825,-0.6931471805599453
Princess,0.5,Very Good,D,VVS2,EX,VG,1.06,GIA,72.7,73.0,None,None,2008-12-09,1453.0,7.2813856635702825,-0.6931471805599453
Round,0.5,Good,F,VS1,VG,G,1.0,GIA,65.2,55.0,None,Small,2008-12-10,1454.0,7.282073658093465,-0.6931471805599453
Emerald,0.57,Good,D,VVS2,G,G,1.43,GIA,70.4,73.0,None,None,2008-12-09,1454.0,7.282073658093465,-0.5621189181535413
Round,0.58,Good,F,VS2,VG,VG,1.02,GIA,64.1,60.0,Strong,None,2008-12-12,1454.0,7.282073658093465,-0.5447271754416722
Round,0.4,Signature-Ideal,D,VS1,EX,EX,1.0,GIA,60.8,57.0,None,None,2008-12-09,1455.0,7.282761179605593,-0.916290731874155
